Target	Source	Reactome_Refs	"Journal source: open access (F), closed (restricted access) with information in accessible abstract (A), closed with information in full text (C)"	Reach_Refs	Reach_Literature-reference_statement	Reactome_Literature-reference_statement
RHOA	ARHGEF2	PMID11912491	C	PMID20855497;PMID19920867;PMID21572419;PMID23751492;PMID24623720;PMID19730435;PMID27147504;PMID20089843;PMID25757376;PMID23185572;PMID21283798;PMID23409096;PMID22908306;PMID20858895;PMID19920867;PMID19730435;PMID24427163;PMID23409073;PMID23389627;PMID25458010;PMID19043560;PMID20855497;PMID23626676;PMID20089843;PMID24623720;PMID19043560;PMID24868497;PMID20855497;PMID22908306	"PMID20855497: These results indicate that sustained membrane localization of active GEF-H1 by CagA enables continued RhoA activation , which inhibits p21 accumulation , during and after transition of epithelial cells from a polarized state to nonpolarized state .;PMID19920867: Cingulin also functions to sequester and inactivate the RhoA activator GEF-H1 at TJs , resulting in inhibited RhoA signalling and G1/S phase transition [ XREF_BIBR , XREF_BIBR ] .;PMID21572419: Depletion of LARG or GEF-H1 significantly decreased RhoA activation in response to force , whereas knockdown of p115 did not affect the force induced RhoA activation ( XREF_FIG ) .;PMID23751492: The microtubule associated GEF-H1 activates RhoA at the cleavage furrow ( XREF_BIBR ) , whereas ECT2 ( epithelial cell transforming sequence 2 ) is involved in RhoA localization and activation ( XREF_BIBR ) .;PMID24623720: In the absence of Pak2 , GEF-H1 continuously reactivates RhoA , leading to augmented signaling and fusion ( XREF_BIBR ) .;PMID19730435: As overexpression of GEF-H1 is sufficient to stimulate RhoA activation ( XREF_BIBR ) , we first tested whether overexpression stimulates nuclear translocation of ZONAB .;PMID27147504: GEFH1 activates RhoA , leading to the formation of F-actin stress fibersXREF_BIBRXREF_BIBR .;PMID20089843: The RhoA Activator GEF-H1 and Lfc Is a Transforming Growth Factor-beta Target Gene and Effector That Regulates alpha-Smooth Muscle Actin Expression and Cell Migration .;PMID25757376: A loss of GEF-H1 at TJ , resulting in its activation promotes RhoA dependent gene expression , cell cycle progression , cell spreading and migration ( XREF_BIBRa ) .;PMID23185572: As positive controls , we depleted RhoA and an additional RhoA exchange factor , GEF-H1 , known to stimulate RhoA close to the leading edge XREF_BIBR .;PMID21283798: GEF-H1 is an activator of RhoA sequestered within TJs ( XREF_FIG ) .;PMID23409096: The released GEF-H1 activates RhoA XREF_BIBR .;PMID22908306: This is similar to what is observed upon global microtubule depolymerization , and it was proposed that GEF-H1 locally activates RhoA by being released from depolymerizing microtubules .;PMID20858895: GEF-H1 activates RhoA by enhancing the rate of exchange of bound GDP for GTP .;PMID19920867: TJs regulate RhoA activity by cingulin mediated sequestration of the RhoA activator GEF-H1 and inhibition of G1/S phase transition [ XREF_BIBR ] .;PMID19730435: In epithelial cells , GEF-H1 activates RhoA signalling , regulating paracellular permeability , junctional dynamics and proliferation ( XREF_BIBR , XREF_BIBR , XREF_BIBR ) .;PMID24427163: Microtubule depolymerization results in the activation of GEF-H1 , which further activates RhoA ( XREF_BIBR ) .;PMID23409073: The levels of expression of the RhoA activator GEF-H1 , when assessed by immunoblotting ( XREF_FIG ) and RT-PCR ( not shown ) , were not altered in double-KD cells .;PMID23389627: Our data also reveal a hierarchical activation of Rac and RhoA induced by differential regulation of GEF-H1 toward these two small GTPases through phosphorylation on different sites .;PMID25458010: The sum of our results strongly supports a model in which RhoA and ROCK signaling in G2 phase is induced by PTPRF and GEF-H 1 and is inhibited by DEPDC1B .;PMID19043560: In addition , the expression of the catalytically inactive GEF-H1 reduced the basal levels of RhoA activation ( XREF_FIG ) .;PMID20855497: Being liberated from constraints by cingulin , GEF-H1 stimulates RhoA , which results in the suppression of p21 accumulation ( XREF_BIBR , XREF_BIBR ) .;PMID23626676: Additionally , it has been shown that microtubule depolymerization ( e.g. by nocodazole ) causes release of Rho guanine nucleotide exchange factor ( GEF ) GEF-H1 , which activates RhoA XREF_BIBR and ROCK and therefore enhances cell contractility XREF_BIBR , XREF_BIBR , XREF_BIBR .;PMID20089843: Because GEF-H1 is an activator of RhoA and can activate an SRE specific reporter gene construct in MDCK ( XREF_BIBR ) and RPE cells ( Supplemental Figure 1 ) , we next asked whether GEF-H1 stimulates alpha-SMA expression in response to TGF-beta .;PMID24623720: Others have shown that in Mast cells the RhoA GTPase is activated by GEF-H1 , which is phosphorylated by the kinase Pak2 to turn off RhoA dependent signaling and fusion at the plasma membrane .;PMID19043560: Together , these data demonstrate that GEF-H1 is required for NF-kappaB activation during cell invasion by S. flexneri and that GEF-H1 induced RhoA activation can contribute to the activation of the canonical NF-kappaB pathway and induction of IL-8 transcription .;PMID24868497: XREF_BIBR , XREF_BIBR Binding of GEF-H1 , a GEF for RhoA , to cingulin at TJ led to the inactivation of GEF-H1 , thus providing a means to regulate Rho mediated signaling during TJ formation.XREF _ BIBR Interestingly , siRNA mediated depletion of GEF-H1 inhibited RhoA and ROCK-II-mediated AJC disassembly in colonic SK-CO15 cells.XREF _ BIBR Thus , GEF-H1 may play a central role to achieve a spatio-temporal regulation of RhoA .;PMID20855497: From these observations , we concluded that specific activation of GEF-H1 by CagA expressed in polarized epithelial cells stimulates RhoA , which in turn suppresses p21 accumulation .;PMID22908306: GEF-H1 ( also known as ARHGEF2 ) directly binds to microtubules ( XREF_BIBR ) and is unable to activate RhoA when it is microtubule bound ( XREF_BIBR ) ."	"PMID11912491: Both full-length and truncated versions of GEF-H1 promoted nucleotide exchange on RhoA, but not Rac1 or Cdc42 (Fig. 3a)."
RHOA	ARHGEF25	PMID22673745	F	PMID20976244;PMID26435194;PMID23696743;PMID26435194;PMID26435194;PMID25389180	"PMID20976244: We propose that G ( q )-distinctive sites evolved to drive specificity of G ( q ) interactions to GRK2 but not p63RhoGEF , a G ( q ) specific effector that activates the small GTPase RhoA XREF_BIBR-XREF_BIBR .;PMID26435194: By employing the FRET sensor we show that a plasma membrane located RhoGEF , p63RhoGEF , can rapidly activate RhoA through endogenous GPCRs and that localized RhoA activity at the cell periphery correlates with actin polymerization .;PMID23696743: p63RhoGEF knockdown in osteoblasts dramatically diminished PMT induced RhoA activity .;PMID26435194: Using the DORA-RhoA biosensor , we observe very fast activation of RhoA by p63RhoGEF with a t ( 1/2 ) of 21 +/-0.7 s. Interestingly , the GPCR mediated activation of a GTPase at the plasma membrane is substantially faster than the activation of a receptor tyrosine kinase mediated GTPase like HRAS at the plasma membrane , which has a t ( 1/2 ) in the order of minutesXREF_BIBR .;PMID26435194: Up to now it has been unclear when and where p63RhoGEF activates RhoA in living cells .;PMID25389180: Recently , it was reported that p63RhoGEF induced RhoA activation is important for PMT derived inhibition of osteoblastogenesis by transactivation of the MAP kinase cascade ( XREF_BIBR ) ."	"PMID22673745: The V43T mutation significantly reduced the activity of Vav2, XPLN, GEFT, Dbs and Dbl against GST-RhoA and GST-RhoB (Fig. 2)."
RHOA	ARHGEF26	NO (PMID15133129)	F			PMID15133129: SGEF did not exchange nucleotide on RhoA or TC10 (unpublished data).
RHOA	ARHGEF28	PMID11058585;PMID23255595;PMID21454492	"F,F,F"	PMID22113105;PMID18827856;PMID22113105;PMID18195107;PMID22649559;PMID22649559;PMID18195107;PMID22649559;PMID23785489;PMID23626676;PMID22113105;PMID22649559;PMID19727905	"PMID22113105: In summary , this report shows that CD40 signaling induces p190RhoGEF expression , which in turn activates RhoA and results in the expression of surface molecules and transcriptional regulators that are required for the maturation and differentiation of B cells .;PMID18827856: Thereafter , RhoA activation is promoted by the Rho-guanine nucleotide exchange factor ( Rho-GEF ) , which converts RhoA from an inactive GDP form to an active GTP form .;PMID22113105: Our previous study demonstrated that the structural changes following CD40 stimulation of B cells was due to p190RhoGEF induced RhoA activity ( XREF_BIBR ) .;PMID18195107: p190RhoGEF promotes deregulated RhoA activity and growth of FAK -/- MEFs .;PMID22649559: Rgnef promotes RhoA activation , increased FA numbers , and cell motility .;PMID22649559: When compared to wildtype ( WT ) littermate MEFs , loss of Rgnef significantly inhibited haptotaxis migration , wound closure motility , focal adhesion number , and RhoA GTPase activation after fibronectin-integrin stimulation .;PMID18195107: Although it remains unclear how phosphorylation may affect p190RhoGEF function , this modification , as well as FAK binding , correlated with p190RhoGEF mediated RhoA activation .;PMID22649559: When compared to wildtype littermate MEFs , Rgnef KO significantly inhibited haptotaxis migration , wound closure motility , FA establishment , and RhoA GTPase activation after FN stimulation .;PMID23785489: Mcf2l ( also known as Dbs or Ost ) is a Rho guanine nucleotide exchange factor ( GEF ) that activates RhoA and Cdc42 XREF_BIBR .;PMID23626676: Additionally , it has been shown that microtubule depolymerization ( e.g. by nocodazole ) causes release of Rho guanine nucleotide exchange factor ( GEF ) GEF-H1 , which activates RhoA XREF_BIBR and ROCK and therefore enhances cell contractility XREF_BIBR , XREF_BIBR , XREF_BIBR .;PMID22113105: Because p190RhoGEF specifically activates RhoA ( XREF_BIBR , XREF_BIBR ) , we next examined whether the activities of p190RhoGEF and its downstream effector RhoA are required during PC differentiation .;PMID22649559: Rgnef ( p190RhoGEF ) Knockout Inhibits RhoA Activity , Focal Adhesion Establishment , and Cell Motility Downstream of Integrins .;PMID19727905: The Rho guanine nucleotide exchange factor 3 specifically activates two members of the RhoGTPase family : RHOA which has been implicated in osteoblast differentiation and RHOB which has a role in cartilage biology [ XREF_BIBR ] ."	"PMID11058585: Here we show that the isolated tandem Dbl homology/pleckstrin homology domain of p190RhoGEF activates RhoA in vitro, but not Rac1 or Cdc42, as determined by GDP release and protein binding assays.;PMID23255595: The data presented in Fig. 1 show that the investigated Dbl proteins exhibit high selectivity for the Rho, Cdc42, and Rac proteins. These include LARG, PRG, p190, and p115, which are specific for RhoA, RhoB, and RhoC; Tiam1 for Rac1, Rac2, and Rac3; and ASEF, ITSN1, hPem2, and Tuba for Cdc42, whereas TrioN, Vav2, Dbs, Dbl, and PRex1 turned out to exhibit a surprisingly broad range of activity.;PMID21454492: This comparative study presents detailed kinetic data on specificity, activity, and regulation of the catalytic DH domains of four GEFs, namely p115, p190, PDZ-RhoGEF  (PRG), and leukemia-associated RhoGEF (LARG). We demonstrate that (i) these GEFs are specific guanine nucleotide exchange factors for the Rho isoforms (RhoA, RhoB, and RhoC) and inactive toward other members of the  Rho family, including Rac1, Cdc42, and TC10."
RHOA	ARHGEF3	PMID12221096;PMID22673745	"F, F"	PMID24840563;PMID24224016	"PMID24840563: The functions of these genes are related , with the product of the ARHGEF3 gene ( the Rho guanine nucleotide exchange factor ( GEF ) 3 ) specifically activating two members of the RhoGTPase family : RhoA ( encoded for by the RHOA gene ) and RhoB XREF_BIBR .;PMID24224016: We examined whether XPLN , the GEF previously reported to activate RhoA but not RhoC [ XREF_BIBR ] , could differentiate between our RhoA [ XREF_BIBR ] and RhoC FLARE biosensors ."	"PMID12221096: In vitro, XPLN stimulates guanine nucleotide exchange on RhoA and RhoB, but not RhoC, RhoG, Rac1, or Cdc42.;PMID22673745: The V43T mutation significantly reduced the activity of Vav2, XPLN, GEFT, Dbs and Dbl against GST-RhoA and GST-RhoB (Fig. 2)."
RHOA	ARHGEF33	N/D				N/D
RHOA	ARHGEF35	N/D				N/D
RHOA	ARHGEF37	N/D				N/D
RHOA	ARHGEF38	N/D				N/D
RHOA	ARHGEF39	N/D				N/D
RHOA	ARHGEF4	NO (PMID22004470);NO (PMID17214551); NO (PMID23255595)	"F, A,F"			"PMID22004470): Dbl, Vav2 and Asef exchanged Cdc42; Dbl, Vav2 and TrioN exchanged Rac1; and Dbl, Vav2 and TrioC exchanged RhoA.;PMID17214551: Here we investigated the specificity and regulation of Asef by measuring its GEF activity in vitro and observed hardly any activity towards Rac1, Rac2 and Rac3, or RhoA and TC10.;PMID23255595: from table and figures."
RHOA	ARHGEF40	PMID15107133	F			"PMID15107133: In accordance with these findings, Scambio does not activate either Rac or Cdc42 but rather, stimulates guanine nucleotide exchange on RhoA and its close relative, RhoC."
RHOA	ARHGEF5	PMID15601624;PMID19713215	"A, F"	PMID20679435;PMID25911094	"PMID20679435: At least five members of the Ephexin subfamily ( Ephexin1-5 ) have been reported , and Ephexin1 ( ARHGEF27 and NGEF ) , Ephexin2 ( ARHGEF19 and WGEF ) , Ephexin3 ( ARHGEF5 and TIM1 ) , and Ephexin5 ( ARHGEF15 and Vsm-Rho GEF ) activate RhoA ( XREF_BIBR , XREF_BIBR , XREF_BIBR , XREF_BIBR ) .;PMID25911094: Arhgef5 can strongly activate RhoA and RhoB and stimulate Arhgef5 mediated activation of RhoA in dendritic cell chemotaxis ( XREF_BIBR ) ."	"PMID15601624: Here, we show that, when expressed in cells, TIM was a potent activator of RhoA;PMID19713215: Arhgef5 can strongly activate RhoA and RhoB and weakly RhoC and RhoG, but not Rac1, RhoQ, RhoD, or RhoV, in transfected human embryonic kidney 293 cells."
RHOA	ARHGEF6	NO (PMID21989057)	F			"PMID21989057: These data indicate that the loss of ?Pix/Arhgef6 is associated with a significant decrease in active Cdc42 and Rac1, but not RhoA, in the hippocampus in vivo."
RHOA	ARHGEF7	NO (PMID17562871)	F	PMID25150978;PMID25150978;PMID25150978	"PMID25150978: Because of the strong collagen contraction phenotype associated with loss of betaPix , we speculated that betaPix and Cdc42 knockdown might increase RhoA activity during migration in fibrillar collagen environments .;PMID25150978: To address mechanistically how betaPix acts through Cdc42 to suppress RhoA , we utilized GFP-betaPix knockdown and rescue fibroblasts to isolate the proteins that bound differentially to betaPix from cells undergoing migration on fibronectin versus fibrillar collagen ( XREF_SUPPLEMENTARY , XREF_SUPPLEMENTARY ) .;PMID25150978: We conclude that betaPix acts through Cdc42 to suppress and localize RhoA activity during migration in fibrillar collagen environments ."	"PMID17562871: Active RhoA was unable to rescue the spreading phenotype in BE cells treated with PLC?1, GIT1, or ?-Pix siRNA, emphasizing that RhoA is not involved in the suggested signaling cascade."
RHOA	ARHGEF9	NO (PMID10559246;PMID23255595)	"F,F"			PMID10559246: Employing biochemical activity assays for Rho-like GTPases we found that hPEM-2 specifically activates Cdc42 and not Rac or RhoA.;PMID23255595: from table and figures.
RHOA	ECT2	PMID10579713	F	PMID16103226;PMID24355937;PMID22898780;PMID21886810;PMID22898780;PMID22918944;PMID16103226;PMID19468300;PMID15998801;PMID22514687;PMID26764096;PMID22945935;PMID23696789;PMID26728857;PMID22514687;PMID16103226;PMID22514687;PMID16103226;PMID26814335;PMID22898780;PMID22898780;PMID22323288;PMID22898780;PMID19617897;PMID22076149;PMID19750216;PMID15998801;PMID22918944;PMID22514687	"PMID16103226: If the GEF activity of ECT2 activates RhoA , what would prevent the RhoGAP domain from CYK-4 from immediately inactivating RhoA , leading to a futile cycle ?;PMID24355937: Alternatively , as RacGAP1 has been shown to recruit the RhoA GEF , Ect2 , during cytokinesis XREF_BIBR and at cell-cell junctions , XREF_BIBR and as RacGAP1 recruitment to IQGAP1 is required to induce RhoA activation in ovarian carcinoma cells , XREF_BIBR it is possible that IQGAP1 mediated regulation of RhoA occurs via the indirect recruitment of Ect2 .;PMID22898780: We show that Ect2 also activates RhoA and its downstream effectors , Rho kinase ( ROK ) , and myosin II , at the onset of mitosis to induce the actomyosin remodeling that drives both mitotic rounding and cortical stiffening .;PMID21886810: Furthermore , such degradation resistant mutants of Ect2 were found to activate RhoA and subsequent signalling pathways and are able to transform NIH3T3 cells .;PMID22898780: It is clearfrom our analysis , however , that Ect2 is able to activate RhoA atthe membrane in metaphase despite its havinga largelydiffuse cytoplasmic localization .;PMID22918944: This genetic interaction is consistent with a model in which NOP-1 and ECT-2 act in a common pathway or in parallel to activate RhoA .;PMID16103226: ECT2 localization to the central spindle helps restrict RhoA activity to the equatorial cell cortex at anaphase .;PMID19468300: Polo like kinase 1 promotes assembly of the contractile ring that divides a cell in two by creating a docking site for the RhoA activator Ect2 on the Cyk-4-containing centralspindlin complex at the midzone of the mitotic spindle .;PMID15998801: Therefore , we suggest that Ect2 and Cyk-4 conspire to locally elevate the flux of RhoA through the GTPase cycle .;PMID22514687: One hypothesis is that a GAP ( GTPase activating protein , possibly Cyk-4 ) down regulates RhoA at the same time that Ect2 activates RhoA .;PMID26764096: ECT2 then activates the small GTPase RhoA at the equatorial cortex ( XREF_BIBR , XREF_BIBR ) , which mediates formation of the contractile ring through the activation of effector proteins such as mDia2 and Diaphanous ( XREF_BIBR , XREF_BIBR , XREF_BIBR ) , Rho-kinase/Rok/ROCK ( XREF_BIBR , XREF_BIBR , XREF_BIBR , XREF_BIBR ) , and anillin ( XREF_BIBR , XREF_BIBR ) .;PMID22945935: In anaphase , RhoA is activated at a tightly defined equatorial region of the cell cortex by the specific and conserved guanine nucleotide exchange factor ( GEF ) ECT2 ( epithelial cell transforming 2 , XREF_BIBR , XREF_BIBR , XREF_BIBR ) .;PMID23696789: As we and others have reported , Ect2 activates RhoA required for the initiation of cytokinesis , and MgcRacGAP localized in the midbody inactivates RhoA by its Rho-GAP activity induced by Aurora B kinase via phosphorylation at S387 at the end of mitosis XREF_BIBR-XREF_BIBR .;PMID26728857: This is also true for Ect2 KD , a GEF that can activate RhoA ( XREF_FIG , XREF_BIBR , XREF_BIBR ) , suggesting that Ect2 , RhoA , and ROCK2 might function together to promote neurite collapse .;PMID22514687: Human cells treated with a Plk1 inhibitor , Cyk-4 RNAi or Ect2 RNAi have decreased RhoA localization and fail to form a contractile ring , suggesting that Ect2 must bind to Cyk-4 to generate active RhoA and initiate cytokinesis XREF_BIBR , XREF_BIBR , XREF_BIBR , XREF_BIBR , XREF_BIBR .;PMID16103226: The biochemical mechanism by which ECT2 activates RhoA is well defined : it induces exchange of GDP for GTP on RhoA .;PMID22514687: During anaphase , the Rho GEF ( guanine nucleotide exchange factor ) Ect2 is recruited to the central spindle via its interaction with MgcRacGAP/Cyk-4, and activates RhoA in the central plane of the cell .;PMID16103226: However , ECT2 can activate RhoA globally and additional mechanisms contribute to equatorial localization of RhoA .;PMID26814335: These data point out an important role for ICAM-1 , Ect2 and LARG signalling in controlling RhoA mediated endothelial pore confinement and EC barrier protection during neutrophil diapedesis .;PMID22898780: In prophase , Ect2 is exported from the nucleus and phosphorylated by Cdk1 , which allow it to activate RhoA in the cytoplasm to induce the actomyosin reorganization and cell shape changes required for timely bipolar spindle assembly .;PMID22898780: We find that Ect2 first becomes active in prophase , when it is exported from the nucleus into the cytoplasm , activating RhoA to induce the formation of a mechanically stiff and rounded metaphase cortex .;PMID22323288: Immunofluorescence analysis of these cells revealed that the cortical enrichment of RhoA in bipolar cells undergoing forced mitotic exit was not always accompanied by robust presence of Plk1 at the ectopic furrow site ( Supplemental Figure S3B ) , suggesting that although Plk1 is required for Ect2 mediated RhoA activation ( XREF_BIBR , XREF_BIBR , XREF_BIBR ) , it may be able to accomplish this modulation over a distance .;PMID22898780: Taken together , these data reveal that Ect2 is required at the early stages of mitosis to activate RhoA and Myosin II to drive the actomyosin contraction required for cell rounding .;PMID19617897: Our finding that Ect2 KD in NSCLC cells does not inhibit RhoA , the well characterized target of Ect2 in cytokinesis ( XREF_BIBR ) , further suggests the existence of such an alternative cytokinesis mechanism .;PMID22076149: The protein expression of ECT2 was also detected to be higher in p53 -/- than in p53 +/+ MEFs , and knockdown of ECT2 in p53 -/- MEFs significantly reduced the activity of RhoA ( XREF_FIG ) , corroborating that p53 could suppress RhoA activity via transcriptional regulation of ECT2 expression .;PMID19750216: Ect2 then activates the small GTPase RhoA in the equatorial region of the cell membrane to promote the formation of the actomyosin contractile ring that constitutes the initial cleavage furrow .;PMID15998801: In addition , Ect2 ( also known as Pbl ) , a RhoA guanine nucleotide exchange factor that promotes RhoA activation , localizes to the cytokinetic furrow and is required for cytokinesis in cultured mammalian cells ( XREF_BIBR ) and Drosophila melanogaster ( XREF_BIBR ) .;PMID22918944: During cytokinesis , interactions of ECT-2 with the Rho GTPase activating protein CYK-4 promote RhoA activation .;PMID22514687: Ect2 activates RhoA for contractile ring formation and ingression , yet little is known regarding Ect2 's molecular interactions at the cortex ."	"PMID10579713: ECT2 catalyzes guanine nucleotide exchange on the small GTPases, RhoA, Rac1, and Cdc42."
